STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,AVERAGE_DAILY
20190,Donvale Terminus/Mitcham Rd (Donvale),-37.797555,145.179843,72.78
20187,Spring Sq/Princes Hwy (Hallam),-38.00515,145.266064,24.89
20186,Hallam Senior Citizens Centre/Princes Hwy (Hallam),-38.004739,145.2626,27.48
20185,Harmer Rd/Princes Hwy (Hallam),-38.00403,145.256762,21.67
20184,Doveton Ave/Princes Hwy (Eumemmerring),-38.003188,145.249812,19.46
20183,Olive Rd/Princes Hwy (Eumemmerring),-38.002715,145.245917,13.25
20182,Lace St/Princes Hwy (Doveton),-38.001766,145.237899,15.38
20181,Claredale Rd/Princes Hwy (Doveton),-38.00062,145.228189,3.72
20180,Milleara SC/Milleara Rd (Keilor East),-37.749003,144.862042,297.05
20174,Mantova Dr/Brandon Park Dr (Wheelers Hill),-37.916978,145.179019,22.96
20173,Mantova Dr/Brandon Park Dr (Wheelers Hill),-37.916919,145.179259,22.96
20172,279 Brandon Park Dr (Wheelers Hill),-37.918728,145.181433,4.64
20171,Shaftsbury St/Wanda St (Mulgrave),-37.920386,145.16459,7.05
20170,Mackie Rd/Wanda St (Mulgrave),-37.923498,145.165957,15.75
20166,Rose St/Elgar Rd (Doncaster),-37.790091,145.12286,2.48
20161,Whitehall St/Hopkins St (Footscray),-37.80055,144.905656,84.93
20160,Victoria St/Rathdowne St (Carlton),-37.806851,144.969016,76.9
20159,Bulleen Heights School/Manningham Rd (Templestowe Lower),-37.772491,145.105991,
20157,Dandenong Railway Station/Foster St (Dandenong),-37.98988,145.209887,1405.99
20156,Brixton Rise/High St (south) (Glen Iris),-37.860075,145.061547,0.26
20153,Overton Lea Bvd/Melton Hwy (Sydenham),-37.694994,144.767162,102.01
20151,Flora St/Old Calder Hwy (Keilor),-37.72048,144.837257,6.83
20150,Keilor Shopping Centre/Old Calder Hwy (Keilor),-37.71918,144.834708,23.81
20149,Brimbank City Council/Old Calder Hwy (Keilor),-37.717178,144.830705,6.17
20147,Green Gully Rd/Patterson Ave (Keilor),-37.721648,144.826332,4.97
20146,Tambo Ct/Green Gully Rd (Keilor),-37.719996,144.827594,10.3
20145,Green Gully Rd/Patterson Ave (Keilor),-37.721632,144.826922,4.97
20143,Loddon Ave/Patterson Ave (Keilor),-37.719807,144.821768,5.08
20142,Barwon Ave/Patterson Ave (Keilor),-37.717372,144.823643,5.33
20141,Hopkins Ave/Barwon Ave (Keilor),-37.715247,144.82518,4.85
20137,Sydenham-Hillside PS/Wattle Valley Dr (Hillside (3037)),-37.686615,144.737489,15.69
20136,James Ct/Wattle Valley Dr (Hillside (3037)),-37.686547,144.734395,17.15
20134,Pilgrim Dr/Wattle Valley Dr (Hillside (3037)),-37.686251,144.732148,34.39
20132,Box Hill Senior Secondary College/Melrose St (Mont Albert North),-37.811005,145.113686,6.19
20131,Keilor Retirement Village/Old Calder Hwy (Keilor),-37.703452,144.808705,8.85
20130,Swan St/Fosters Rd (Keilor Park),-37.723852,144.852611,32.94
20127,McNamara Ave/Fullarton Rd (Airport West),-37.731769,144.880273,20.36
20124,Surrey Hills Station/Union Rd (Surrey Hills),-37.824236,145.097523,7.5
20122,Logan St/Prospect Hill Rd (Canterbury),-37.830523,145.077909,1.54
20121,Spencer Rd/Prospect Hill Rd (Canterbury),-37.829728,145.071192,16.63
20120,Camberwell Rd/Bowen St (Camberwell),-37.837535,145.063625,16.42
20119,Trumper St/Bowen St (Camberwell),-37.839557,145.063277,8.6
20118,Waverley Rd/Chadstone Rd (Malvern East),-37.878802,145.079679,4.55
20117,Armstrong Ct/Chadstone Rd (Malvern East),-37.880653,145.079358,1.73
20116,Fenwick St/Chadstone Rd (Malvern East),-37.881919,145.079098,6.23
20115,Rangeview Ave/Chadstone Rd (Malvern East),-37.884542,145.078598,12.78
20111,Melton Hwy/Parmelia Dr (Taylors Lakes),-37.69885,144.786214,8.3
20110,Parramatta Rd/Old Calder Hwy (Keilor),-37.714038,144.824603,8.16
20107,Valerian Ave/Blackshaws Rd (Altona North),-37.831273,144.849296,22.25
20106,Huxtable Ave/Blackshaws Rd (Altona North),-37.831461,144.851233,8.93
20105,Knighton Ave/Fullarton Rd (Keilor Park),-37.728489,144.866808,10
20104,McNamara Ave/Fullarton Rd (Airport West),-37.731812,144.880158,20.36
20103,Coniston Ave/Fullarton Rd (Airport West),-37.73278,144.882366,1.66
20102,Cooper St/Keilor Rd (Essendon),-37.739856,144.898596,8.58
20101,Williamstown Railway Station/Ann St (Williamstown),-37.866973,144.90655,1.62
20100,Williamstown Botanic Gardens/Osborne St (Williamstown),-37.866427,144.897154,0.24
20099,Osborne St/Victoria St (Williamstown),-37.863812,144.888532,5.8
20098,Wilkins St/Douglas Pde (Newport),-37.84712,144.891906,2.99
20097,Glen Iris Railway Station/Wills St (Glen Iris),-37.859221,145.058375,282.76
20096,Industrial Dr/Fairbairn Rd (Sunshine West),-37.810506,144.817731,
20095,Somerville Rd/Fairbairn Rd (Sunshine West),-37.807946,144.818193,29.17
20094,Spencer Rd/Prospect Hill Rd (Canterbury),-37.829827,145.07119,16.63
20093,Surrey Hills Railway Station/Union Rd (Surrey Hills),-37.824767,145.097452,16.42
20092,Bennett St/Fairbairn Rd (Sunshine West),-37.800523,144.818331,26.86
20089,Fifth Ave/Blackshaws Rd (Altona North),-37.831621,144.851592,5.32
20088,Keilor Rd/The Avenue (Niddrie),-37.732652,144.878761,19
20086,Parramatta Rd/Old Calder Hwy (Keilor),-37.711866,144.822194,8.16
20085,MacDonald Ave/Blackshaws Rd (Altona North),-37.832401,144.858773,
20084,Madigan Reserve/Mason St (Newport),-37.841501,144.873089,3.44
20083,Bunbury St/Douglas Pde (Newport),-37.848644,144.892943,3.73
20082,Osborne St/Victoria St (Williamstown),-37.863716,144.888217,5.8
20080,Clarks Rd/Quinn Gr (Keilor East),-37.737218,144.87012,3.15
20073,Keilor Rd/The Avenue (Niddrie),-37.732354,144.878747,19
20070,Furlong Rd/Station Rd (Cairnlea),-37.76068,144.776687,6.72
20069,Birchwood Bvd/Neale Rd (Deer Park),-37.751912,144.770526,9.32
20067,Murphy St/Billingham Rd (Deer Park),-37.75926,144.770702,10.19
20066,Salmond St/Dumfries St (Deer Park),-37.762064,144.768393,3.2
20064,Herbert Cres/Melba Ave (Sunbury),-37.574173,144.705107,27.17
20063,Kismet Park Primary School/McEwen Dr (Sunbury),-37.56615,144.728697,14.98
20061,Sunbury Secondary College/Racecourse Rd (Sunbury),-37.573696,144.728887,19.55
20057,Goonawarra Golf Course/Francis Bvd (Sunbury),-37.585374,144.749051,1.3
20055,Organ Pipes National Park/Calder Fwy (Calder Park),-37.671382,144.763256,0.13
20054,Mullock Rd/Welcome Rd (Diggers Rest),-37.625226,144.716816,1.53
20053,Narani Ct/Vineyard Rd (Sunbury),-37.587572,144.715691,0.55
20050,Bulla-Diggers Rest Rd/Old Calder Hwy (Diggers Rest),-37.634866,144.726957,2.85
20049,McDougall Rd/Vineyard Rd (Sunbury),-37.587893,144.715534,2.56
20047,Grange Rd/Fullarton Rd (Airport West),-37.732731,144.882651,8.3
20045,Collins St/Keilor Rd (Essendon),-37.743313,144.906987,0.24
19824,Dandenong Railway Station/Foster St (Dandenong),-37.989663,145.20922,1405.99
19822,Dandenong Railway Station/Foster St (Dandenong),-37.98937,145.208909,1405.99
19821,Dandenong Railway Station/Foster St (Dandenong),-37.989851,145.210309,1405.99
19820,Dandenong Railway Station/Foster St (Dandenong),-37.98984,145.210173,1405.99
19819,Dandenong Railway Station/Foster St (Dandenong),-37.989709,145.209868,1405.99
19818,Dandenong Railway Station/Foster St (Dandenong),-37.989634,145.209677,1405.99
19817,Dandenong Station/Foster St (Dandenong),-37.989544,145.209713,1297.21
19815,Monash University (Clayton),-37.91367,145.13186,5911.68
19814,Monash University (Clayton),-37.91385,145.131821,5911.68
19813,Monash University (Clayton),-37.914451,145.131624,5911.68
19812,Monash University (Clayton),-37.914262,145.131663,5911.68
19811,Monash University (Clayton),-37.914073,145.131702,5911.68
19810,Monash University (Clayton),-37.913884,145.131729,5911.68
19809,Monash University (Clayton),-37.913687,145.131768,5911.68
19808,Monash University (Clayton),-37.913602,145.131566,5911.68
19807,Monash University (Clayton),-37.913791,145.131527,5911.68
19806,Monash University (Clayton),-37.913989,145.131488,5911.68
19805,Oakleigh Station/Portman St (Oakleigh),-37.899644,145.087838,1737.16
19804,Oakleigh Station/Portman St (Oakleigh),-37.899533,145.087704,1737.16
19803,Oakleigh Station/Portman St (Oakleigh),-37.899441,145.087559,1737.16
19800,Oakleigh Station/Portman St (Oakleigh),-37.899647,145.088065,1737.16
19668,Stanley St/Spencer St (West Melbourne),-37.808671,144.948737,8.91
19656,Flinders St/Queens Bridge St (Melbourne City),-37.819456,144.96106,12.43
19651,Box Hill Bus Station/Station St (Box Hill),-37.81937,145.122243,4547.58
19650,Box Hill Bus Station/Station St (Box Hill),-37.819369,145.122164,4547.58
19649,Box Hill Bus Station/Station St (Box Hill),-37.819531,145.122205,4547.58
19648,Box Hill Bus Station/Station St (Box Hill),-37.819828,145.122141,4547.58
19647,Box Hill Bus Station/Station St (Box Hill),-37.819962,145.122103,4547.58
19646,Box Hill Bus Station/Station St (Box Hill),-37.820037,145.12226,4547.58
19645,Box Hill Bus Station/Station St (Box Hill),-37.820066,145.122385,4547.58
19644,Box Hill Bus Station/Station St (Box Hill),-37.819923,145.122479,4547.58
19643,Box Hill Bus Station/Station St (Box Hill),-37.81978,145.122505,4547.58
19642,Box Hill Bus Station/Station St (Box Hill),-37.819627,145.122532,4547.58
19641,Box Hill Bus Station/Station St (Box Hill),-37.819483,145.122581,4547.58
19640,Box Hill Bus Station/Station St (Box Hill),-37.819266,145.122484,4547.58
19639,Box Hill Bus Station/Station St (Box Hill),-37.819245,145.122326,4547.58
19637,Knox City Shopping Centre Interchange/Burwood Hwy (Wantirna South),-37.869311,145.238638,1173.81
19636,Knox City Shopping Centre Interchange/Burwood Hwy (Wantirna South),-37.86937,145.238375,1173.81
19635,Knox City Shopping Centre Interchange/Burwood Hwy (Wantirna South),-37.869313,145.238194,1173.81
19634,Knox City Shopping Centre Interchange/Burwood Hwy (Wantirna South),-37.869248,145.238037,1173.81
19632,Knox City Shopping Centre Interchange/Burwood Hwy (Wantirna South),-37.86934,145.238774,1173.81
19631,Knox City Shopping Centre Interchange/Burwood Hwy (Wantirna South),-37.869465,145.238702,1173.81
19630,Knox City Shopping Centre Interchange/Burwood Hwy (Wantirna South),-37.869428,145.238032,1173.81
19629,Knox City Shopping Centre Interchange/Burwood Hwy (Wantirna South),-37.869503,145.238247,1173.81
19620,Moorabbin Station/Station St (Moorabbin),-37.935238,145.036829,
19614,Mentone Station/Como Pde (Mentone),-37.981545,145.064332,561.29
19613,Mentone Station/Como Pde (Mentone),-37.981573,145.064354,561.29
19611,Mentone Station/Como Pde (Mentone),-37.98195,145.064811,561.29
19610,Mentone Station/Como Pde (Mentone),-37.982014,145.064877,561.29
19588,Hawke St/Spencer St (West Melbourne),-37.807393,144.947307,12.29
19587,Dryburgh St/Spencer St (West Melbourne),-37.80565,144.943437,18.66
19586,Abbotsford St/Spencer St (West Melbourne),-37.805903,144.944554,2.64
19585,Hawke St/Spencer St (West Melbourne),-37.80686,144.94672,12.29
19584,Stanley St/Spencer St (West Melbourne),-37.808227,144.948613,8.91
19583,Belgrave Railway Station/Belgrave-Gembrook Rd (Belgrave),-37.909364,145.355308,197.3
19582,Belgrave Railway Station/Belgrave-Gembrook Rd (Belgrave),-37.909521,145.354929,197.3
19581,Belgrave Railway Station/Belgrave-Gembrook Rd (Belgrave),-37.909576,145.355008,197.3
19580,Belgrave Railway Station/Belgrave-Gembrook Rd (Belgrave),-37.909682,145.354869,197.3
19579,Tecoma Railway Station/McNicol Rd (Tecoma),-37.908441,145.344113,0.56
19578,Tecoma Railway Station/McNicol Rd (Tecoma),-37.908284,145.343867,0.56
19558,Exhibition St/Lonsdale St (Melbourne City),-37.809828,144.970252,1295.79
19555,Tattersalls Lane/Lonsdale St (Melbourne City),-37.811327,144.965202,206.38
19554,Swanston St/Lonsdale St (Melbourne City),-37.81131,144.965282,1744.69
19551,Hardware Lane/Lonsdale St (Melbourne City),-37.812636,144.960645,923.25
19550,County Court/Lonsdale St (Melbourne City),-37.813453,144.957874,1856.28
19549,King St/Lonsdale St (Melbourne City),-37.814288,144.955124,749.51
19548,Spencer St/Lonsdale St (Melbourne City),-37.814201,144.955297,0.3
19547,Lonsdale St/Spencer St (Melbourne City),-37.814821,144.952077,67.29
19546,Supreme Court/Lonsdale St (Melbourne City),-37.813898,144.957021,43.01
19545,Melbourne Central/Lonsdale St (Melbourne City),-37.811567,144.965025,618.51
19542,Exhibition St/Lonsdale St (Melbourne City),-37.810444,144.968861,1295.79
19541,Spring St/Lonsdale St (Melbourne City),-37.80972,144.971323,12.89
19540,Little Lonsdale St/Exhibition St (Melbourne City),-37.808841,144.968962,105.23
19531,La Trobe St/Russell St (Melbourne City),-37.808579,144.966311,3.47
19529,Trades Hall/Lygon St (Carlton),-37.806646,144.966046,5.08
19527,Little Lonsdale St/Russell St (Melbourne City),-37.809574,144.966488,91.22
19522,Market St/Flinders St (Melbourne City),-37.818973,144.9618,6.81
19519,Banana Alley Vaults/Flinders St (Melbourne City),-37.819156,144.961943,263.4
19515,William St/Dudley St (West Melbourne),-37.808701,144.954631,23.49
19514,King St/Dudley St (West Melbourne),-37.809296,144.952036,5.33
19513,Spencer St/Dudley St (West Melbourne),-37.809992,144.950597,12.81
19510,Jeffcott St/Spencer St (West Melbourne),-37.811814,144.950683,28.75
19509,Dudley St/Spencer St (West Melbourne),-37.810496,144.950049,10.61
19508,Dudley St/Spencer St (West Melbourne),-37.809809,144.949932,10.61
19507,Jeffcott St/Spencer St (West Melbourne),-37.811891,144.950999,28.75
19488,Doncaster SC/Williamsons Rd (Doncaster),-37.784023,145.124989,1285.23
19486,Doncaster SC/Williamsons Rd (Doncaster),-37.783816,145.124972,1285.23
19485,Doncaster SC/Williamsons Rd (Doncaster),-37.783561,145.124819,1285.23
19483,Doncaster SC/Williamsons Rd (Doncaster),-37.78403,145.124853,1285.23
19476,Doncaster SC/Williamsons Rd (Doncaster),-37.783653,145.124953,1285.23
19474,Doncaster SC/Williamsons Rd (Doncaster),-37.784292,145.124869,1285.23
19380,Cairns Rd/McDowall Rd (Hampton Park),-38.038643,145.253617,5.41
19289,Chandler Hwy/Yarra Bvd (Kew),-37.78805,145.025094,0.58
19286,Fairfield Railway Station/Station St (Fairfield),-37.779939,145.018066,1.75
19273,Doncaster SC/Williamsons Rd (Doncaster),-37.783805,145.124836,1285.23
19249,Old Melbourne Gaol/Russell St (Melbourne City),-37.807495,144.965637,65.67
19246,East Kew Junction/Valerie St (Kew East),-37.799262,145.049452,363.92
19245,East Kew Junction/Valerie St (Kew East),-37.7993,145.049587,363.92
19244,East Kew Junction/Valerie St (Kew East),-37.798971,145.049312,363.92
19243,Epping Plaza Shopping Centre/Cooper St (Epping),-37.652277,145.017656,562.42
19240,Epping Plaza Shopping Centre/Cooper St (Epping),-37.65236,145.017733,562.42
19239,Thomastown Railway Station/Station St (Thomastown),-37.68006,145.01491,415.56
19237,Thomastown Railway Station/High St (Thomastown),-37.680845,145.013857,537.16
19236,Thomastown Railway Station/High St (Thomastown),-37.680604,145.013988,537.16
19235,Thomastown Railway Station/High St (Thomastown),-37.680775,145.014006,537.16
19234,Thomastown Railway Station/High St (Thomastown),-37.680821,145.014085,537.16
19233,Thomastown Railway Station/High St (Thomastown),-37.68066,145.014112,537.16
19121,Salmon Rd/Scoresby Rd (Boronia),-37.867292,145.262286,1.19
18998,Coromandel Cres/Lloyd St (Knoxfield),-37.891444,145.253735,2.8
18997,Anne Rd/Lloyd St (Knoxfield),-37.888885,145.253728,0.24
18993,O'Connor Rd/Christie St (Knoxfield),-37.894978,145.241085,0.2
18992,Rodney Dr/O'Connor Rd (Knoxfield),-37.886556,145.241399,0.38
18991,Allister Ave/O'Connor Rd (Knoxfield),-37.884893,145.243497,0.96
18990,Melanie Cl/Wallace Rd (Wantirna South),-37.881131,145.245656,0.34
18989,Hawksburn Cres/Wolf St (Wantirna South),-37.875928,145.235808,4.72
18929,Station St/Thames St (Box Hill),-37.813553,145.124242,9.27
18928,Nelson Rd/Thames St (Box Hill),-37.813104,145.120369,8.46
18927,Nelson Rd/Severn St (Box Hill North),-37.811962,145.119966,10.21
18926,Avon St/Severn St (Box Hill North),-37.811764,145.118301,5.46
18925,Elgar Rd/Severn St (Box Hill North),-37.811562,145.116398,10.6
18924,Elgar Rd/Melrose St (Mont Albert North),-37.811309,145.115757,6.84
18922,Malvern Rd/Melrose St (Mont Albert North),-37.810756,145.111625,17.36
18921,Braemar St/Bundoran Pde (Mont Albert North),-37.80991,145.108875,20.94
18920,Rostrevor Pde/Bundoran Pde (Mont Albert North),-37.80962,145.106531,13.18
18919,Sutton Pde/Bundoran Pde (Mont Albert North),-37.809424,145.105036,9.9
18917,Kerry Pde/Bundoran Pde (Mont Albert North),-37.80929,145.103972,6.55
18916,Union Rd/Erne St (Balwyn),-37.809709,145.100872,10.3
18915,Threadneedle St/Union Rd (Balwyn),-37.812153,145.0999,2.16
18914,Whitehorse Rd/Union Rd (Surrey Hills),-37.814632,145.099394,29.29
18913,Weybridge St/Union Rd (Surrey Hills),-37.818397,145.098695,4.19
18912,Mont Albert Rd/Union Rd (Surrey Hills),-37.820068,145.098345,6.76
18911,Guildford Rd/Union Rd (Surrey Hills),-37.822358,145.097866,5.17
18909,Union Rd/Kent Rd (Surrey Hills),-37.828844,145.096041,5.97
18908,Norfolk Rd/Kent Rd (Surrey Hills),-37.828623,145.094047,0.99
18907,Essex Rd/Kent Rd (Surrey Hills),-37.828489,145.091903,6.22
18906,Durham Rd/Kent Rd (Surrey Hills),-37.828304,145.090533,6.44
18905,Mary Mackillop Reserve/Middlesex Rd (Surrey Hills),-37.829078,145.089354,1.14
18904,Dome St/Middlesex Rd (Surrey Hills),-37.830463,145.089171,2.11
18903,Middlesex Rd/Prospect Hill Rd (Surrey Hills),-37.831978,145.088677,3.05
18902,Highfield Rd/Prospect Hill Rd (Canterbury),-37.831703,145.086173,3.81
18901,Molesworth St/Prospect Hill Rd (Canterbury),-37.831229,145.082493,26.59
18900,Strathcona Girls Grammar/opp 166 Prospect Hill Rd (Canterbury),-37.830835,145.080435,30.97
18898,Dryden St/Prospect Hill Rd (Canterbury),-37.830313,145.076085,0.91
18897,Maling Rd/Prospect Hill Rd (Canterbury),-37.830061,145.073899,9.71
18896,Moorhouse St/Prospect Hill Rd (Camberwell),-37.829283,145.067102,0.63
18895,Kasouka Rd/Prospect Hill Rd (Camberwell),-37.829097,145.065653,1.87
18894,Stanhope Gr/Prospect Hill Rd (Camberwell),-37.828884,145.063692,6.89
18893,Craig Ave/Prospect Hill Rd (Camberwell),-37.828646,145.061813,3.57
18892,Prospect Hill Rd/Fairholm Gr (Camberwell),-37.828701,145.059675,6.33
18891,opp 29 Fairholm Gr (Camberwell),-37.83039,145.059381,2.01
18890,Riversdale Rd/Butler St (Camberwell),-37.832287,145.059638,2.52
18889,Camberwell Civic Centre/Opp 347 Camberwell Rd (Camberwell),-37.834084,145.05983,6.4
18888,Seymour Gr/Camberwell Rd (Camberwell),-37.835655,145.061652,2.34
18885,Nettleton Ave/Bowen St (Camberwell),-37.841363,145.062946,8.01
18884,62 Bowen St (Camberwell),-37.843303,145.062577,7.04
18882,St Marys Anglican Church/Bowen St (Camberwell),-37.846061,145.062073,33.83
18881,Hillside Pde/Toorak Rd (Camberwell),-37.846897,145.064119,20.03
18880,Webb St/Toorak Rd (Camberwell),-37.847151,145.066397,14.38
18879,Glen Iris Rd/Toorak Rd (Glen Iris),-37.847401,145.068459,6.83
18866,Kananook Station/Wells Rd (Seaford),-38.12157,145.135243,147.43
18863,Upper Ferntree Gully Railway Station/Burwood Hwy (Upper Ferntree Gully),-37.893138,145.308589,530.2
18862,Upper Ferntree Gully Railway Station/Burwood Hwy (Upper Ferntree Gully),-37.893047,145.308591,530.2
18861,Glenroy Railway Station/Hartington St (Glenroy),-37.704524,144.917527,960.58
18860,Glenroy Railway Station/Hartington St (Glenroy),-37.704587,144.917514,960.58
18859,Glenroy Railway Station/Hartington St (Glenroy),-37.704631,144.917467,960.58
18857,Upfield Railway Station/Barry Rd (Dallas),-37.666461,144.946514,41.5
18856,Upfield Railway Station/Barry Rd (Coolaroo),-37.666308,144.946484,205.21
18855,Upfield Railway Station/Barry Rd (Coolaroo),-37.666344,144.946483,205.21
18854,Gowrie Railway Station/Sages Rd (Glenroy),-37.699941,144.958464,176.35
18852,Moonee Ponds Railway Station/Norwood Cres (Moonee Ponds),-37.766013,144.919175,338.62
18850,Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),-37.76626,144.924447,1628.65
18849,Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),-37.766305,144.924479,1628.65
18848,Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),-37.766351,144.924512,1628.65
18847,Whitehorse Rd/Station St (Box Hill),-37.817478,145.123972,276.49
18845,Station St/Thames St (Box Hill),-37.813639,145.123979,9.27
18844,Nelson Rd/Thames St (Box Hill),-37.813221,145.120411,8.46
18843,Nelson Rd/Severn St (Box Hill North),-37.81207,145.119974,10.21
18842,Avon St/Severn St (Box Hill North),-37.811899,145.118309,5.46
18841,Elgar Rd/Severn St (Box Hill North),-37.811642,145.116316,10.6
18840,Botanic Walk/Melrose St (Mont Albert North),-37.811291,145.115189,2.88
18839,Box Hill Senior Secondary College/Melrose St (Mont Albert North),-37.811074,145.113502,6.19
18838,Malvern Rd/Melrose St (Mont Albert North),-37.810765,145.111091,17.36
18837,Braemar St/Bundoran Pde (Mont Albert North),-37.809971,145.108771,20.94
18836,Rostrevor Pde/Bundoran Pde (Mont Albert North),-37.809779,145.106902,13.18
18835,Sutton Pde/Bundoran Pde (Mont Albert North),-37.809523,145.104977,9.9
18834,Kerry Pde/Bundoran Pde (Mont Albert North),-37.80936,145.103868,6.55
18833,Union Rd/Erne St (Balwyn),-37.80975,145.100666,10.3
18832,Yarrbat Ave/Union Rd (Balwyn),-37.810592,145.100327,5.26
18831,Threadneedle St/Union Rd (Balwyn),-37.811869,145.10018,2.16
18830,Whitehorse Rd/Union Rd (Surrey Hills),-37.814654,145.099586,29.29
18829,Weybridge St/Union Rd (Surrey Hills),-37.818841,145.098809,4.19
18828,Mont Albert Rd/Union Rd (Surrey Hills),-37.821129,145.098239,6.76
18827,Montrose St/Union Rd (Surrey Hills),-37.822198,145.097995,1.55
18826,Canterbury Rd/Union Rd (Surrey Hills),-37.826367,145.097252,10.13
18825,Union Rd/Kent Rd (Surrey Hills),-37.829009,145.096173,5.97
18824,Essex Rd/Kent Rd (Surrey Hills),-37.828527,145.092584,6.22
18823,Durham Rd/Kent Rd (Surrey Hills),-37.82809,145.090663,6.44
18822,Payne St/Middlesex Rd (Surrey Hills),-37.829188,145.089476,0.97
18821,Albion St/Middlesex Rd (Surrey Hills),-37.831166,145.089152,2.74
18820,Middlesex Rd/Prospect Hill Rd (Surrey Hills),-37.832067,145.088595,3.05
18819,Highfield Rd/Prospect Hill Rd (Canterbury),-37.831801,145.086068,3.81
18818,Molesworth St/Prospect Hill Rd (Canterbury),-37.831386,145.082738,26.59
18817,Griotte St/Prospect Hill Rd (Canterbury),-37.830868,145.080252,18.37
18816,Hassett Ave/Prospect Hill Rd (Canterbury),-37.830684,145.078405,1.41
18815,Burnside Ave/Prospect Hill Rd (Canterbury),-37.830398,145.075765,1.54
18814,Carinda Rd/Prospect Hill Rd (Canterbury),-37.830055,145.073002,7.46
18812,Kasouka Rd/Prospect Hill Rd (Camberwell),-37.829154,145.065265,1.87
18811,Trafalgar Rd/Prospect Hill Rd (Camberwell),-37.829022,145.063825,0.64
18810,Craig Ave/Prospect Hill Rd (Camberwell),-37.828735,145.061708,3.57
18809,Camberwell Shopping Centre/Station St (Camberwell),-37.82916,145.058527,263.16
18808,Market Pl/Station St (Camberwell),-37.830769,145.058269,40.63
18807,Station St/Riversdale Rd (Camberwell),-37.831518,145.05834,7.98
18806,Reserve Rd/Camberwell Rd (Camberwell),-37.833756,145.059645,10.49
18805,Trafalgar Rd/Camberwell Rd (Camberwell),-37.835704,145.061901,3.96
18804,Camberwell Rd/Bowen St (Camberwell),-37.837878,145.063707,16.42
18803,Trumper St/Bowen St (Camberwell),-37.839765,145.063328,8.6
18802,Nettleton Ave/Bowen St (Camberwell),-37.841687,145.06296,8.01
18801,65 Bowen St (Camberwell),-37.843287,145.062679,0.92
18799,Toorak Rd/Bowen St (Camberwell),-37.846108,145.062162,8.84
18798,Hillside Pde/Toorak Rd (Camberwell),-37.846779,145.064088,20.03
18797,Webb St/Toorak Rd (Camberwell),-37.847092,145.066648,14.38
18780,Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),-37.766414,144.924522,1628.65
18779,Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),-37.766409,144.924749,1628.65
18778,Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),-37.766463,144.92477,1628.65
18777,Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),-37.766509,144.92478,1628.65
18776,Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),-37.766554,144.924813,1628.65
18775,Essendon Station/Rose St (Essendon),-37.756042,144.915845,857.54
18774,Essendon Station/Rose St (Essendon),-37.755743,144.915808,857.54
18773,Essendon Station/Russell St (Essendon),-37.756219,144.916714,1152.52
18772,Essendon Station/Russell St (Essendon),-37.755991,144.916584,1152.52
18771,Essendon Station/Russell St (Essendon),-37.755883,144.916576,1152.52
18768,Airport West SC/Louis St (Airport West),-37.71333,144.888739,71.72
18766,Sunshine Station/Dickson St (Sunshine),-37.787425,144.833217,1173.1
18765,Sunshine Station/Dickson St (Sunshine),-37.786991,144.832628,1173.1
18764,Sunshine Station/Dickson St (Sunshine),-37.787199,144.833178,1173.1
18763,Sunshine Station/Dickson St (Sunshine),-37.787288,144.833096,1173.1
18762,Sunshine Station/Dickson St (Sunshine),-37.78698,144.833015,1173.1
18761,Sunshine Station/Dickson St (Sunshine),-37.786966,144.832776,1173.1
18760,Sunbury Station/Brook St (Sunbury),-37.578995,144.72842,627.5
18759,Sunbury Station/Brook St (Sunbury),-37.57879,144.728562,627.5
18758,Sunbury Station/Brook St (Sunbury),-37.578652,144.728883,627.5
18757,McDonald St/Barkly St (Mordialloc),-38.004337,145.088116,6.26
18756,Hood St/Ludstone St (Hampton),-37.933641,145.008312,0.57
18755,Sunbury Station/Brook St (Sunbury),-37.578786,144.728777,627.5
18754,Sunbury Station/Brook St (Sunbury),-37.578937,144.728671,627.5
18752,Sunshine Station/Dickson St (Sunshine),-37.787128,144.83276,1173.1
18751,Sunshine Station/Dickson St (Sunshine),-37.787266,144.832904,1173.1
18750,Sunshine Station/Dickson St (Sunshine),-37.787107,144.832602,1173.1
18749,Sunshine Station/Dickson St (Sunshine),-37.787413,144.833036,1173.1
18748,Watt St/Durham Rd (Sunshine),-37.788309,144.830319,108.45
18747,Watt St/Durham Rd (Sunshine),-37.788356,144.829931,108.45
18746,Watt St/Durham Rd (Sunshine),-37.788388,144.830191,108.45
18744,City Pl/Sun Cres (Sunshine),-37.787804,144.830788,15.29
18742,Newport Interchange/Mason St (Newport),-37.842659,144.882374,501.7
18741,Newport Interchange/Mason St (Newport),-37.842487,144.882277,501.7
18740,Newport Interchange/Mason St (Newport),-37.842527,144.882537,501.7
18701,Morris St/Davey St (Parkdale),-37.993189,145.088611,5.57
18698,Parkdale Railway Station/Parkers Rd (Parkdale),-37.993286,145.077437,33.37
